Feature,VIF
Sediment_PC1,2.560544231987783
Sediment_PC2,1.8591498835719151
Major_PC1,10.117522186353453
Major_PC2,1.491421951617854
Trace_PC1,5.70740891165759
Trace_PC2,3.0806730632131694
Organic_PC1,1.0965690940893753
Organic_PC2,2.0135191089684445
