Target,Fold,Model,Observed,Predicted
ZOTUs,0,XGBoost,4398,4071.310791015625
ZOTUs,0,XGBoost,2950,4076.756103515625
ZOTUs,0,XGBoost,1465,1836.9222412109375
ZOTUs,0,XGBoost,2825,2329.18798828125
ZOTUs,0,XGBoost,2449,2584.118896484375
ZOTUs,0,XGBoost,3267,4184.7001953125
ZOTUs,0,XGBoost,3248,4098.03173828125
ZOTUs,0,XGBoost,2242,2610.6728515625
ZOTUs,0,XGBoost,1028,2033.357177734375
ZOTUs,0,XGBoost,1244,4138.7294921875
ZOTUs,0,XGBoost,1054,2447.5908203125
ZOTUs,0,XGBoost,1539,4158.72216796875
ZOTUs,0,XGBoost,881,4158.03564453125
ZOTUs,0,XGBoost,2544,3135.885498046875
ZOTUs,0,XGBoost,2512,3793.35595703125
ZOTUs,0,XGBoost,2437,4086.959716796875
ZOTUs,0,XGBoost,2230,1968.2991943359375
ZOTUs,0,XGBoost,2454,2710.98779296875
ZOTUs,0,XGBoost,2646,2040.1920166015625
ZOTUs,0,XGBoost,2326,2415.123291015625
ZOTUs,0,LightGBM,1677,2997.8888888888887
ZOTUs,0,LightGBM,1700,2997.8888888888887
ZOTUs,0,LightGBM,1716,2997.8888888888887
ZOTUs,0,LightGBM,1883,2997.8888888888887
ZOTUs,0,LightGBM,2855,2997.8888888888887
ZOTUs,0,LightGBM,1811,2997.8888888888887
ZOTUs,0,LightGBM,6022,2997.8888888888887
ZOTUs,0,LightGBM,5812,2997.8888888888887
ZOTUs,0,LightGBM,2168,2997.8888888888887
ZOTUs,0,LightGBM,2313,2997.8888888888887
ZOTUs,0,LightGBM,4398,2997.8888888888887
ZOTUs,0,LightGBM,2950,2997.8888888888887
ZOTUs,0,LightGBM,1465,2997.8888888888887
ZOTUs,0,LightGBM,2825,2997.8888888888887
ZOTUs,0,LightGBM,2449,2997.8888888888887
ZOTUs,0,LightGBM,3267,2997.8888888888887
ZOTUs,0,LightGBM,3248,2997.8888888888887
ZOTUs,0,LightGBM,2242,2997.8888888888887
ZOTUs,0,LightGBM,1028,2997.8888888888887
ZOTUs,0,LightGBM,1244,2997.8888888888887
ZOTUs,0,LightGBM,1054,2997.8888888888887
ZOTUs,0,LightGBM,1539,2997.8888888888887
ZOTUs,0,LightGBM,881,2997.8888888888887
ZOTUs,0,LightGBM,2544,2997.8888888888887
ZOTUs,0,LightGBM,2512,2997.8888888888887
ZOTUs,0,LightGBM,2437,2997.8888888888887
ZOTUs,0,LightGBM,2230,2997.8888888888887
ZOTUs,0,LightGBM,2454,2997.8888888888887
ZOTUs,0,LightGBM,2646,2997.8888888888887
ZOTUs,0,LightGBM,2326,2997.8888888888887
ZOTUs,0,GAM,1677,3391.8502254715063
ZOTUs,0,GAM,1700,4510.790248898074
ZOTUs,0,GAM,1716,1996.6501581927332
ZOTUs,0,GAM,1883,2009.6752423300727
ZOTUs,0,GAM,2855,2105.1353118162874
ZOTUs,0,GAM,1811,2433.2175256029423
ZOTUs,0,GAM,6022,3636.0212853342464
ZOTUs,0,GAM,5812,3065.1321356061417
ZOTUs,0,GAM,2168,3951.31275411769
ZOTUs,0,GAM,2313,3776.237123372903
ZOTUs,0,GAM,4398,4548.975178309987
ZOTUs,0,GAM,2950,3912.4710222536664
ZOTUs,0,GAM,1465,4405.976476767095
ZOTUs,0,GAM,2825,3605.148976690802
ZOTUs,0,GAM,2449,3213.3587729864867
ZOTUs,0,GAM,3267,4539.761509983344
ZOTUs,0,GAM,3248,4247.914989186744
ZOTUs,0,GAM,2242,2744.013453225874
ZOTUs,0,GAM,1028,3536.659529977969
ZOTUs,0,GAM,1244,4376.348273642447
ZOTUs,0,GAM,1054,3795.55632449696
ZOTUs,0,GAM,1539,2220.360662121165
ZOTUs,0,GAM,881,3451.2887721141888
ZOTUs,0,GAM,2544,4751.71530826538
ZOTUs,0,GAM,2512,3747.598624760639
ZOTUs,0,GAM,2437,4412.606762335279
ZOTUs,0,GAM,2230,-879.058115986049
ZOTUs,0,GAM,2454,3630.829825777319
ZOTUs,0,GAM,2646,3249.6083571850468
ZOTUs,0,GAM,2326,3412.1084681645807
ZOTUs,1,Linear,3254,2352.748119491317
ZOTUs,1,Linear,1989,2391.3978448718854
ZOTUs,1,Linear,1726,2232.608816070786
ZOTUs,1,Linear,1344,3092.9882925012535
ZOTUs,1,Linear,1584,2335.4831214830983
ZOTUs,1,Linear,2275,1762.5863955861273
ZOTUs,1,Linear,8550,2816.5214563655463
ZOTUs,1,Linear,4392,2206.7788621677873
ZOTUs,1,Linear,1674,2464.9868624219803
ZOTUs,1,Linear,2497,2525.3887959815684
ZOTUs,1,Linear,4286,2590.6420509679606
ZOTUs,1,Ridge,3254,2408.8277337356544
ZOTUs,1,Ridge,1989,2410.8328835785615
ZOTUs,1,Ridge,1726,2319.930229113575
ZOTUs,1,Ridge,1344,2585.5179147114904
ZOTUs,1,Ridge,1584,2582.680259189917
ZOTUs,1,Ridge,2275,2410.6423060549455
ZOTUs,1,Ridge,8550,2641.0931302449458
ZOTUs,1,Ridge,4392,2521.494483921977
ZOTUs,1,Ridge,1674,2603.3989749366833
ZOTUs,1,Ridge,2497,2562.4536832269496
ZOTUs,1,Ridge,4286,2609.169525633451
ZOTUs,1,RF,3254,2035.5348141838294
ZOTUs,1,RF,1989,2438.138139561745
ZOTUs,1,RF,1726,2496.5762680837206
ZOTUs,1,RF,1344,2791.1358229211246
ZOTUs,1,RF,1584,2884.115446907224
ZOTUs,1,RF,2275,2284.6879106629854
ZOTUs,1,RF,8550,2732.032183834645
ZOTUs,1,RF,4392,2792.162679895512
ZOTUs,1,RF,1674,2342.7559229252033
ZOTUs,1,RF,2497,2377.171014434592
ZOTUs,1,RF,4286,2697.984922494726
ZOTUs,1,XGBoost,3254,1733.183837890625
ZOTUs,1,XGBoost,1989,2020.5728759765625
ZOTUs,1,XGBoost,1726,2490.29248046875
ZOTUs,1,XGBoost,1344,2773.895263671875
ZOTUs,1,XGBoost,1584,3140.347900390625
ZOTUs,1,XGBoost,2275,2094.283935546875
ZOTUs,1,XGBoost,8550,2996.144775390625
ZOTUs,1,XGBoost,4392,2346.12890625
ZOTUs,1,XGBoost,1674,2526.32373046875
ZOTUs,1,XGBoost,2497,2494.002197265625
ZOTUs,1,XGBoost,4286,2335.211669921875
ZOTUs,1,LightGBM,3254,2542.891891891892
ZOTUs,1,LightGBM,1989,2542.891891891892
ZOTUs,1,LightGBM,1726,2542.891891891892
ZOTUs,1,LightGBM,1344,2542.891891891892
ZOTUs,1,LightGBM,1584,2542.891891891892
ZOTUs,1,LightGBM,2275,2542.891891891892
ZOTUs,1,LightGBM,8550,2542.891891891892
