Target,Fold,Model,Observed,Predicted
ZOTUs,0,GAM,1539,2540.644473960323
ZOTUs,0,GAM,881,2756.008674926231
ZOTUs,0,GAM,2290,941.0766427575072
ZOTUs,1,Linear,2275,1562.9354722851697
ZOTUs,1,Linear,8550,3137.078757541307
ZOTUs,1,Linear,4392,2353.697587225614
ZOTUs,1,Linear,2497,2622.108595047198
ZOTUs,1,Linear,1811,2964.927018845192
ZOTUs,1,Linear,1465,3455.7349007131324
ZOTUs,1,Linear,2544,3072.2859136640736
ZOTUs,1,Linear,2646,2970.112821198041
ZOTUs,1,Linear,2326,2216.725383872753
ZOTUs,1,Linear,3732,2480.4373861936747
ZOTUs,1,Ridge,2275,2353.595518185781
ZOTUs,1,Ridge,8550,2420.98854183027
ZOTUs,1,Ridge,4392,2388.457084292111
ZOTUs,1,Ridge,2497,2594.3701289048845
ZOTUs,1,Ridge,1811,2655.6724974296226
ZOTUs,1,Ridge,1465,2741.8050129563185
ZOTUs,1,Ridge,2544,2330.0481758402857
ZOTUs,1,Ridge,2646,2697.6713808210525
ZOTUs,1,Ridge,2326,2433.0100838874473
ZOTUs,1,Ridge,3732,2469.303018242332
ZOTUs,1,RF,2275,2313.247495812271
ZOTUs,1,RF,8550,2345.447960317138
ZOTUs,1,RF,4392,2347.0024782662517
ZOTUs,1,RF,2497,2272.2084498350714
ZOTUs,1,RF,1811,2698.770948213505
ZOTUs,1,RF,1465,2814.90221426899
ZOTUs,1,RF,2544,2452.8555115105382
ZOTUs,1,RF,2646,2256.8946471832487
ZOTUs,1,RF,2326,2256.6043830016047
ZOTUs,1,RF,3732,2126.4519140208895
ZOTUs,1,XGBoost,2275,2307.81591796875
ZOTUs,1,XGBoost,8550,2223.725341796875
ZOTUs,1,XGBoost,4392,1905.8255615234375
ZOTUs,1,XGBoost,2497,2369.23583984375
ZOTUs,1,XGBoost,1811,2682.057861328125
ZOTUs,1,XGBoost,1465,2249.678466796875
ZOTUs,1,XGBoost,2544,2683.189208984375
ZOTUs,1,XGBoost,2646,2151.008544921875
ZOTUs,1,XGBoost,2326,2018.3992919921875
ZOTUs,1,XGBoost,3732,1485.669677734375
ZOTUs,1,LightGBM,2275,2511.0526315789475
ZOTUs,1,LightGBM,8550,2511.0526315789475
ZOTUs,1,LightGBM,4392,2511.0526315789475
ZOTUs,1,LightGBM,2497,2511.0526315789475
ZOTUs,1,LightGBM,1811,2511.0526315789475
ZOTUs,1,LightGBM,1465,2511.0526315789475
ZOTUs,1,LightGBM,2544,2511.0526315789475
ZOTUs,1,LightGBM,2646,2511.0526315789475
ZOTUs,1,LightGBM,2326,2511.0526315789475
ZOTUs,1,LightGBM,3732,2511.0526315789475
ZOTUs,1,GAM,2275,1850.5248046672632
ZOTUs,1,GAM,8550,3359.9624789491118
ZOTUs,1,GAM,4392,2105.6036478234737
ZOTUs,1,GAM,2497,2816.5896879037136
ZOTUs,1,GAM,1811,3401.0898180342
ZOTUs,1,GAM,1465,3054.119420750527
ZOTUs,1,GAM,2544,4458.54130352638
ZOTUs,1,GAM,2646,3086.8239191136267
ZOTUs,1,GAM,2326,1806.8853926548693
ZOTUs,1,GAM,3732,1981.833445889228
ZOTUs,2,Linear,1726,3477.3480410304355
ZOTUs,2,Linear,1700,2706.021427955238
ZOTUs,2,Linear,1716,1320.3908030430111
ZOTUs,2,Linear,6022,2531.4940809238306
ZOTUs,2,Linear,2168,2797.050716194494
ZOTUs,2,Linear,4398,2428.24734186929
ZOTUs,2,Linear,2242,2231.395826752522
ZOTUs,2,Linear,2512,2670.599770708117
ZOTUs,2,Linear,2230,4307.7303029157865
ZOTUs,2,Linear,2663,2096.8045557082155
ZOTUs,2,Ridge,1726,2926.127290985288
ZOTUs,2,Ridge,1700,2525.105576756736
ZOTUs,2,Ridge,1716,2108.6865915277276
ZOTUs,2,Ridge,6022,2589.982853192362
ZOTUs,2,Ridge,2168,2824.2189390794147
ZOTUs,2,Ridge,4398,2652.787489688212
ZOTUs,2,Ridge,2242,2607.638542304922
ZOTUs,2,Ridge,2512,2638.569265898661
ZOTUs,2,Ridge,2230,3190.5836914679167
ZOTUs,2,Ridge,2663,2319.2186174173225
ZOTUs,2,RF,1726,3205.986781983391
ZOTUs,2,RF,1700,2711.204067080315
ZOTUs,2,RF,1716,2293.32507634441
ZOTUs,2,RF,6022,2240.497625850872
ZOTUs,2,RF,2168,2564.253415222374
ZOTUs,2,RF,4398,2340.939946643178
ZOTUs,2,RF,2242,2691.699906403562
ZOTUs,2,RF,2512,3091.2062770046728
ZOTUs,2,RF,2230,3732.3414544211364
ZOTUs,2,RF,2663,2166.808582645414
ZOTUs,2,XGBoost,1726,2817.482177734375
ZOTUs,2,XGBoost,1700,4338.77685546875
ZOTUs,2,XGBoost,1716,1488.793701171875
ZOTUs,2,XGBoost,6022,1917.7786865234375
ZOTUs,2,XGBoost,2168,2478.8681640625
ZOTUs,2,XGBoost,4398,1496.909912109375
ZOTUs,2,XGBoost,2242,2453.4462890625
ZOTUs,2,XGBoost,2512,4953.26513671875
ZOTUs,2,XGBoost,2230,3492.986572265625
ZOTUs,2,XGBoost,2663,2402.95263671875
ZOTUs,2,LightGBM,1726,2638.9736842105262
ZOTUs,2,LightGBM,1700,2638.9736842105262
ZOTUs,2,LightGBM,1716,2638.9736842105262
ZOTUs,2,LightGBM,6022,2638.9736842105262
ZOTUs,2,LightGBM,2168,2638.9736842105262
ZOTUs,2,LightGBM,4398,2638.9736842105262
ZOTUs,2,LightGBM,2242,2638.9736842105262
ZOTUs,2,LightGBM,2512,2638.9736842105262
ZOTUs,2,LightGBM,2230,2638.9736842105262
ZOTUs,2,LightGBM,2663,2638.9736842105262
ZOTUs,2,GAM,1726,2318.8454160750075
ZOTUs,2,GAM,1700,2410.107020422274
ZOTUs,2,GAM,1716,1806.8181453062311
ZOTUs,2,GAM,6022,2779.6186720409405
ZOTUs,2,GAM,2168,2891.3401548694837
ZOTUs,2,GAM,4398,2457.1666052697974
ZOTUs,2,GAM,2242,2625.3212038105958
ZOTUs,2,GAM,2512,2075.5288895756976
ZOTUs,2,GAM,2230,1720.2510879732777
ZOTUs,2,GAM,2663,2273.751259372627
ZOTUs,3,Linear,1677,616.3897882635661
