Target,Model,Feature,MeanAbsSHAP
Textulariida,XGBoost,Trace_PC2,95.55559412638347
reads,LightGBM,Major_PC1,0.0
reads,LightGBM,Major_PC2,2507.715508396977
reads,LightGBM,Organic_PC1,556.6373940315456
reads,LightGBM,Organic_PC2,1169.3026056006688
reads,LightGBM,Sediment_PC1,9244.018396329151
reads,LightGBM,Sediment_PC2,2750.2506234649977
reads,LightGBM,Trace_PC1,0.0
reads,LightGBM,Trace_PC2,5745.040059534708
reads,RF,Major_PC1,7994.521000847868
reads,RF,Major_PC2,5874.525279617971
reads,RF,Organic_PC1,4558.850583794551
reads,RF,Organic_PC2,5677.575681619349
reads,RF,Sediment_PC1,5062.484695178188
reads,RF,Sediment_PC2,907.599713089065
reads,RF,Trace_PC1,6946.293561442643
reads,RF,Trace_PC2,8423.222580807664
reads,XGBoost,Major_PC1,23468.907674153645
reads,XGBoost,Major_PC2,2663.9889532725015
reads,XGBoost,Organic_PC1,2863.11270904541
reads,XGBoost,Organic_PC2,4142.144266764323
reads,XGBoost,Sediment_PC1,11468.189290364584
reads,XGBoost,Sediment_PC2,4366.4082438151045
reads,XGBoost,Trace_PC1,10273.1826171875
reads,XGBoost,Trace_PC2,9707.896321614584
shannon,LightGBM,Major_PC1,0.0
shannon,LightGBM,Major_PC2,0.0
shannon,LightGBM,Organic_PC1,0.010987880977618799
shannon,LightGBM,Organic_PC2,0.0007690942805165
shannon,LightGBM,Sediment_PC1,0.009896587578706267
shannon,LightGBM,Sediment_PC2,0.018998833168823132
shannon,LightGBM,Trace_PC1,0.0
shannon,LightGBM,Trace_PC2,0.0065755787402185665
shannon,RF,Major_PC1,0.030296681788948
shannon,RF,Major_PC2,0.02116378701453647
shannon,RF,Organic_PC1,0.021280648982909833
shannon,RF,Organic_PC2,0.018630727712321667
shannon,RF,Sediment_PC1,0.022445457957585364
shannon,RF,Sediment_PC2,0.04114056241630927
shannon,RF,Trace_PC1,0.025253811563956466
shannon,RF,Trace_PC2,0.04248848652300569
shannon,XGBoost,Major_PC1,0.037385489791631664
shannon,XGBoost,Major_PC2,0.04069944533209
shannon,XGBoost,Organic_PC1,0.031025095842778638
shannon,XGBoost,Organic_PC2,0.030891173363973668
shannon,XGBoost,Sediment_PC1,0.058162428438663434
shannon,XGBoost,Sediment_PC2,0.042562767242391865
shannon,XGBoost,Trace_PC1,0.04049288729826606
shannon,XGBoost,Trace_PC2,0.07110978973408537
simpson,LightGBM,Major_PC1,0.0
simpson,LightGBM,Major_PC2,0.0
simpson,LightGBM,Organic_PC1,0.0005008058891248333
simpson,LightGBM,Organic_PC2,0.0011368441352138
simpson,LightGBM,Sediment_PC1,4.82948924401e-05
simpson,LightGBM,Sediment_PC2,0.0007589695390609999
simpson,LightGBM,Trace_PC1,0.0
simpson,LightGBM,Trace_PC2,3.64763088968e-05
simpson,RF,Major_PC1,0.0011118794276131
simpson,RF,Major_PC2,0.002021732658192233
simpson,RF,Organic_PC1,0.0006604003782548001
simpson,RF,Organic_PC2,0.0018760879415795002
simpson,RF,Sediment_PC1,0.00047456802963926665
simpson,RF,Sediment_PC2,0.0007678929212045334
simpson,RF,Trace_PC1,0.0006766064344539668
simpson,RF,Trace_PC2,0.0005531034298513999
simpson,XGBoost,Major_PC1,0.0012107235767567666
simpson,XGBoost,Major_PC2,0.0024616552012351333
simpson,XGBoost,Organic_PC1,0.0012122126257356999
simpson,XGBoost,Organic_PC2,0.0027374132187105334
simpson,XGBoost,Sediment_PC1,0.0008850000449455667
simpson,XGBoost,Sediment_PC2,0.0015218813787214
