Target,Residual_mean,Residual_sd,Residual_abs_mean
Miliolida,27.325380514449844,168.57006524731332,89.46353288482415
Monothalamida,1354.9258965889157,29438.03271615747,16042.931794475022
Other,5319.719155525515,68574.5386965899,34823.705440361926
Rotaliida,1084.1459497395047,13539.928600820422,6785.790975373813
Textulariida,-19.86042344371603,323.0225288816466,186.83030015847876
reads,7768.518082469477,110824.31963670596,57037.9086744484
shannon,-0.11852583642507646,0.4518341082783852,0.36356747243467086
simpson,-0.0029464681982532756,0.015715371886527656,0.009741277233643535
zotu,-116.66438897270659,1518.032457338006,1128.8988199983858
