Target,Model,Feature,mean,std,Importance_CV
Rotaliida,LightGBM,Sediment_PC2,365.6679246101614,633.3554241230653,1.7320508075688772
Rotaliida,LightGBM,Trace_PC1,109.74757563078907,190.08837700003465,1.7320508075688774
Rotaliida,LightGBM,Trace_PC2,562.7826330346985,974.7681140334886,1.7320508075688772
Rotaliida,RF,Major_PC1,831.7369780348519,551.0069748615458,0.6624774290586576
Rotaliida,RF,Major_PC2,814.4111404352952,655.1467569904247,0.8044422828502258
Rotaliida,RF,Organic_PC1,540.8482693057811,480.7772996159194,0.8889319369238858
Rotaliida,RF,Organic_PC2,873.8662950765033,685.7015560554945,0.7846755961625276
Rotaliida,RF,Sediment_PC1,826.6656639427505,632.6968473688449,0.7653600179197251
Rotaliida,RF,Sediment_PC2,173.0202412792075,149.66671058226555,0.8650242854577013
Rotaliida,RF,Trace_PC1,668.1448124083041,150.0463188060849,0.22457155397981513
Rotaliida,RF,Trace_PC2,627.6809074888956,519.077228400697,0.8269762903532
Rotaliida,XGBoost,Major_PC1,3060.4844258626304,3005.7367124024936,0.9821114222972379
Rotaliida,XGBoost,Major_PC2,326.3690935770671,264.0167691715003,0.8089515041936922
Rotaliida,XGBoost,Organic_PC1,313.0576426188151,218.46808428826992,0.6978525822296592
Rotaliida,XGBoost,Organic_PC2,1110.1435953776042,1004.4760398988079,0.9048163175297566
Rotaliida,XGBoost,Sediment_PC1,1312.9492797851562,717.3153448128035,0.5463389605805496
Rotaliida,XGBoost,Sediment_PC2,519.0009969075521,196.70565035288828,0.3790082322094784
Rotaliida,XGBoost,Trace_PC1,1133.896240234375,483.2123440886247,0.42615217066840727
Rotaliida,XGBoost,Trace_PC2,836.9874877929688,396.17687004852047,0.4733366696952535
Textulariida,LightGBM,Major_PC1,0.0,0.0,
Textulariida,LightGBM,Major_PC2,15.345212180846147,26.57868715015034,1.7320508075688772
Textulariida,LightGBM,Organic_PC1,13.154610094706058,22.784453037789334,1.7320508075688774
Textulariida,LightGBM,Organic_PC2,4.075499842885134,7.058972794116028,1.7320508075688772
Textulariida,LightGBM,Sediment_PC1,0.0,0.0,
Textulariida,LightGBM,Sediment_PC2,3.673522499821617,6.362727612438473,1.7320508075688772
Textulariida,LightGBM,Trace_PC1,5.7862537860002385,10.022085542840188,1.7320508075688774
Textulariida,LightGBM,Trace_PC2,18.707530295390907,32.40239295575106,1.7320508075688774
Textulariida,RF,Major_PC1,41.528652406544445,46.299029129616116,1.1148695285455474
Textulariida,RF,Major_PC2,7.387162416493786,6.232868116162312,0.8437432081154452
Textulariida,RF,Organic_PC1,6.019015497142834,5.851397608152988,0.972151942610978
Textulariida,RF,Organic_PC2,9.208694487955327,5.666255365819598,0.6153158162897983
Textulariida,RF,Sediment_PC1,5.05673061765494,2.7523895199007593,0.5443021841604805
Textulariida,RF,Sediment_PC2,3.061824809345019,1.9721599928775695,0.6441126176972388
Textulariida,RF,Trace_PC1,17.259240553365334,2.366890568656453,0.13713758501355028
Textulariida,RF,Trace_PC2,76.86442969513672,101.7916919776118,1.324301661787419
Textulariida,XGBoost,Major_PC1,55.48142051696777,36.009868037283326,0.6490437285445945
Textulariida,XGBoost,Major_PC2,5.693065325419108,3.494003062681372,0.6137296628375071
Textulariida,XGBoost,Organic_PC1,10.258229414621988,6.9587636220865035,0.6783591340009948
Textulariida,XGBoost,Organic_PC2,12.33025328318278,8.686082902253483,0.7044529177758597
