Target,Model,Group,MeanAbsSHAP,Contribution
simpson,RF,Sediment Gradient (PC2),0.00064515927809098,0.09130165193423588
simpson,RF,Trace Element Gradient (PC1),0.0011706852049519,0.16567303104335893
simpson,RF,Trace Element Gradient (PC2),0.00143596610402876,0.20321505381947882
simpson,XGBoost,Major Element Gradient (PC1),0.00156071977107778,0.1428107608508597
simpson,XGBoost,Major Element Gradient (PC2),0.0008647330047096399,0.07912578582262306
simpson,XGBoost,Organic-Depth Gradient (PC1),0.0011929466912988,0.10915836897564804
simpson,XGBoost,Organic-Depth Gradient (PC2),0.0015040323603897798,0.1376236847331349
simpson,XGBoost,Sediment Gradient (PC1),0.0012626458832528,0.11553606394568557
simpson,XGBoost,Sediment Gradient (PC2),0.00161716507282104,0.14797568323974228
simpson,XGBoost,Trace Element Gradient (PC1),0.00129467629012648,0.11846694677344265
simpson,XGBoost,Trace Element Gradient (PC2),0.001631667552283,0.14930270565886383
zotu,LightGBM,Major Element Gradient (PC1),0.0,
zotu,LightGBM,Major Element Gradient (PC2),0.0,
zotu,LightGBM,Organic-Depth Gradient (PC1),0.0,
zotu,LightGBM,Organic-Depth Gradient (PC2),0.0,
zotu,LightGBM,Sediment Gradient (PC1),0.0,
zotu,LightGBM,Sediment Gradient (PC2),0.0,
zotu,LightGBM,Trace Element Gradient (PC1),0.0,
zotu,LightGBM,Trace Element Gradient (PC2),0.0,
zotu,RF,Major Element Gradient (PC1),150.76679284912643,0.21151716293284945
zotu,RF,Major Element Gradient (PC2),127.28504810156588,0.17857362187943154
zotu,RF,Organic-Depth Gradient (PC1),88.26409628232109,0.12382946457679851
zotu,RF,Organic-Depth Gradient (PC2),89.03743541456353,0.12491441502341684
zotu,RF,Sediment Gradient (PC1),72.62195214261915,0.10188443352525008
zotu,RF,Sediment Gradient (PC2),18.140673449210066,0.02545032436624133
zotu,RF,Trace Element Gradient (PC1),69.800653828994,0.09792631381063625
zotu,RF,Trace Element Gradient (PC2),96.87086247003232,0.13590426388537585
zotu,XGBoost,Major Element Gradient (PC1),237.98190002441407,0.17058912516267913
zotu,XGBoost,Major Element Gradient (PC2),310.7071197509766,0.22271969311404516
zotu,XGBoost,Organic-Depth Gradient (PC1),139.60932807922364,0.10007413647483696
zotu,XGBoost,Organic-Depth Gradient (PC2),150.46685409545898,0.107856979894234
zotu,XGBoost,Sediment Gradient (PC1),169.7141082763672,0.12165371087322027
zotu,XGBoost,Sediment Gradient (PC2),69.60307235717774,0.04989256418587937
zotu,XGBoost,Trace Element Gradient (PC1),197.32522621154786,0.14144578940038063
zotu,XGBoost,Trace Element Gradient (PC2),119.65142440795898,0.08576800089472439
