Target,Fold,Model,Observed,Predicted,Residual
zotu,2,LightGBM,6022.0,2638.9736842105262,3383.0263157894738
zotu,2,LightGBM,2168.0,2638.9736842105262,-470.97368421052624
zotu,2,LightGBM,4398.0,2638.9736842105262,1759.0263157894738
zotu,2,LightGBM,2242.0,2638.9736842105262,-396.97368421052624
zotu,2,LightGBM,2512.0,2638.9736842105262,-126.97368421052624
zotu,2,LightGBM,2230.0,2638.9736842105262,-408.97368421052624
zotu,2,LightGBM,2663.0,2638.9736842105262,24.026315789473756
zotu,3,LightGBM,1677.0,2625.846153846154,-948.8461538461538
zotu,3,LightGBM,4286.0,2625.846153846154,1660.1538461538462
zotu,3,LightGBM,2855.0,2625.846153846154,229.1538461538462
zotu,3,LightGBM,5812.0,2625.846153846154,3186.153846153846
zotu,3,LightGBM,2825.0,2625.846153846154,199.1538461538462
zotu,3,LightGBM,3248.0,2625.846153846154,622.1538461538462
zotu,3,LightGBM,1028.0,2625.846153846154,-1597.8461538461538
zotu,3,LightGBM,2688.0,2625.846153846154,62.15384615384619
zotu,3,LightGBM,831.0,2625.846153846154,-1794.8461538461538
zotu,4,LightGBM,3254.0,2679.282051282052,574.7179487179478
zotu,4,LightGBM,1584.0,2679.282051282052,-1095.2820512820522
zotu,4,LightGBM,1883.0,2679.282051282052,-796.2820512820522
zotu,4,LightGBM,2313.0,2679.282051282052,-366.2820512820522
zotu,4,LightGBM,1054.0,2679.282051282052,-1625.2820512820522
zotu,4,LightGBM,2437.0,2679.282051282052,-242.28205128205218
zotu,4,LightGBM,2454.0,2679.282051282052,-225.28205128205218
zotu,4,LightGBM,4272.0,2679.282051282052,1592.7179487179478
zotu,4,LightGBM,3915.0,2679.282051282052,1235.7179487179478
