Target,Fold,Group,PC,Variable,Loading
reads,4,Organic,PC1,S2,0.10759337283646303
reads,4,Organic,PC1,Cl,-0.07216493236999873
reads,4,Organic,PC2,Chlorophyll a,0.27295663544440313
reads,4,Organic,PC2,Depth,-0.4480316523710542
reads,4,Organic,PC2,N,-0.13209073195828205
reads,4,Organic,PC2,C,-0.10283749211674746
reads,4,Organic,PC2,S1,0.05702087112676213
reads,4,Organic,PC2,P,-0.15390494542046546
reads,4,Organic,PC2,S2,0.6286905340243767
reads,4,Organic,PC2,Cl,0.5239741432987042
zotu,0,Sediment,PC1,Grain Size,0.43135468841072366
zotu,0,Sediment,PC1,Sorting,0.4759926133213786
zotu,0,Sediment,PC1,Skewness,-0.3832982839852522
zotu,0,Sediment,PC1,Kurtosis,-0.4423997232542096
zotu,0,Sediment,PC1,Clay Content,-0.08313354607709739
zotu,0,Sediment,PC1,Silt Content,-0.2917410179431611
zotu,0,Sediment,PC1,Sand Content,0.3907749571994951
zotu,0,Sediment,PC2,Grain Size,-0.3060963531704897
zotu,0,Sediment,PC2,Sorting,0.042380104319592916
zotu,0,Sediment,PC2,Skewness,-0.21430592102645923
zotu,0,Sediment,PC2,Kurtosis,-0.20731542345815737
zotu,0,Sediment,PC2,Clay Content,0.730045333709865
zotu,0,Sediment,PC2,Silt Content,-0.4244026265573875
zotu,0,Sediment,PC2,Sand Content,-0.32018503719348756
zotu,0,Major,PC1,Na2O,0.23638927981548488
zotu,0,Major,PC1,MgO,0.3774064107501472
zotu,0,Major,PC1,Al2O3,0.48137015575215897
zotu,0,Major,PC1,SiO2,-0.34906362700439814
zotu,0,Major,PC1,K2O,0.4826810891471723
zotu,0,Major,PC1,CaO,-0.1405425156876111
zotu,0,Major,PC1,Fe2O3,0.44202786612450246
zotu,0,Major,PC2,Na2O,0.6705952119612498
zotu,0,Major,PC2,MgO,-0.39291938071137256
zotu,0,Major,PC2,Al2O3,-0.09733501371554654
zotu,0,Major,PC2,SiO2,-0.5093599208792634
zotu,0,Major,PC2,K2O,-0.2058958887815087
zotu,0,Major,PC2,CaO,-0.23625169645604047
zotu,0,Major,PC2,Fe2O3,-0.1696667526871943
zotu,0,Trace,PC1,Sc,-0.06527347793291399
zotu,0,Trace,PC1,Ti,-0.3746300377118984
zotu,0,Trace,PC1,V,-0.34300116355040666
zotu,0,Trace,PC1,Cr,-0.3716909076508387
zotu,0,Trace,PC1,Mn,0.42198403484577374
zotu,0,Trace,PC1,Co,0.1431956883852077
zotu,0,Trace,PC1,Ni,0.4437969670191557
zotu,0,Trace,PC1,Cu,0.3804274776457637
zotu,0,Trace,PC1,Zn,0.07394090877012847
zotu,0,Trace,PC1,Ga,0.05390136547126222
zotu,0,Trace,PC1,As,-0.051204319377818906
zotu,0,Trace,PC1,Rb,-0.219856627970976
zotu,0,Trace,PC2,Sc,0.31460479688179754
zotu,0,Trace,PC2,Ti,0.330444367577656
zotu,0,Trace,PC2,V,0.3311721361312014
zotu,0,Trace,PC2,Cr,0.20583815446501946
zotu,0,Trace,PC2,Mn,0.1403066832995459
zotu,0,Trace,PC2,Co,0.43331530943918756
zotu,0,Trace,PC2,Ni,0.10020574408798734
zotu,0,Trace,PC2,Cu,0.22140041136355415
zotu,0,Trace,PC2,Zn,0.5066051337336955
zotu,0,Trace,PC2,Ga,0.2902594600186802
zotu,0,Trace,PC2,As,-0.14284742930739383
zotu,0,Trace,PC2,Rb,-0.10942509923878507
zotu,0,Organic,PC1,Chlorophyll a,-0.2491454597554865
zotu,0,Organic,PC1,Depth,-0.025392654929511333
zotu,0,Organic,PC1,N,0.57281228472856
zotu,0,Organic,PC1,C,0.5671501484976343
zotu,0,Organic,PC1,S1,0.5269163876809253
zotu,0,Organic,PC1,P,-0.08242660171557022
zotu,0,Organic,PC1,S2,-0.0037243098129188103
zotu,0,Organic,PC1,Cl,-0.055314136722382515
zotu,0,Organic,PC2,Chlorophyll a,0.13637928264036264
zotu,0,Organic,PC2,Depth,-0.34850156908430374
zotu,0,Organic,PC2,N,-0.062021997827308044
zotu,0,Organic,PC2,C,-0.026188445768888232
zotu,0,Organic,PC2,S1,0.1578437956369366
zotu,0,Organic,PC2,P,-0.31516390820374396
zotu,0,Organic,PC2,S2,0.6418838528995336
zotu,0,Organic,PC2,Cl,0.5649397766466043
zotu,1,Sediment,PC1,Grain Size,0.37520638158178177
zotu,1,Sediment,PC1,Sorting,0.47225590393882566
zotu,1,Sediment,PC1,Skewness,-0.3926264207191177
zotu,1,Sediment,PC1,Kurtosis,-0.4526197557607776
zotu,1,Sediment,PC1,Clay Content,0.09991330560565721
zotu,1,Sediment,PC1,Silt Content,-0.3851135328041953
zotu,1,Sediment,PC1,Sand Content,0.34478874847883323
zotu,1,Sediment,PC2,Grain Size,-0.440054009156686
zotu,1,Sediment,PC2,Sorting,-0.024793162979754587
zotu,1,Sediment,PC2,Skewness,-0.2093156653864794
zotu,1,Sediment,PC2,Kurtosis,-0.19398235011235251
zotu,1,Sediment,PC2,Clay Content,0.6729156591692226
zotu,1,Sediment,PC2,Silt Content,-0.2516414518067212
zotu,1,Sediment,PC2,Sand Content,-0.45624189147945043
zotu,1,Major,PC1,Na2O,0.25814816014179415
zotu,1,Major,PC1,MgO,0.3522993003691394
zotu,1,Major,PC1,Al2O3,0.4820055663853328
zotu,1,Major,PC1,SiO2,-0.3686925553250503
zotu,1,Major,PC1,K2O,0.47605803614996073
zotu,1,Major,PC1,CaO,-0.12207197069016221
zotu,1,Major,PC1,Fe2O3,0.4465963996553524
zotu,1,Major,PC2,Na2O,0.6284899118515811
zotu,1,Major,PC2,MgO,-0.5402210212780186
zotu,1,Major,PC2,Al2O3,-0.020835072701980508
zotu,1,Major,PC2,SiO2,-0.26803517507931374
zotu,1,Major,PC2,K2O,-0.16202889769699538
zotu,1,Major,PC2,CaO,-0.4549338396066248
zotu,1,Major,PC2,Fe2O3,-0.0875589026181873
zotu,1,Trace,PC1,Sc,-0.06780758703128714
zotu,1,Trace,PC1,Ti,-0.35083570786414814
zotu,1,Trace,PC1,V,-0.3177758025848752
zotu,1,Trace,PC1,Cr,-0.3708844301186874
zotu,1,Trace,PC1,Mn,0.42550921586889423
zotu,1,Trace,PC1,Co,0.2109079356252158
zotu,1,Trace,PC1,Ni,0.4423180334320727
zotu,1,Trace,PC1,Cu,0.3844653015441728
zotu,1,Trace,PC1,Zn,0.10434545890389851
zotu,1,Trace,PC1,Ga,0.05739896181396793
zotu,1,Trace,PC1,As,-0.03669234147956353
zotu,1,Trace,PC1,Rb,-0.22192726644414976
zotu,1,Trace,PC2,Sc,0.3101533942898659
zotu,1,Trace,PC2,Ti,0.33202166853631887
zotu,1,Trace,PC2,V,0.35251187879330537
zotu,1,Trace,PC2,Cr,0.1884193984811246
zotu,1,Trace,PC2,Mn,0.08055641109869947
zotu,1,Trace,PC2,Co,0.3777095691390992
zotu,1,Trace,PC2,Ni,0.04821946491591319
zotu,1,Trace,PC2,Cu,0.1705251733693314
zotu,1,Trace,PC2,Zn,0.4698892875660943
zotu,1,Trace,PC2,Ga,0.37288157459524673
zotu,1,Trace,PC2,As,-0.2501185819721749
zotu,1,Trace,PC2,Rb,-0.17563105474522964
zotu,1,Organic,PC1,Chlorophyll a,-0.25214562788675765
zotu,1,Organic,PC1,Depth,-0.20424773207953542
zotu,1,Organic,PC1,N,0.5354418262200473
zotu,1,Organic,PC1,C,0.5319970148029409
zotu,1,Organic,PC1,S1,0.5331801971402728
zotu,1,Organic,PC1,P,-0.09936515224806838
zotu,1,Organic,PC1,S2,0.12333518456398287
zotu,1,Organic,PC1,Cl,0.1249821963225409
zotu,1,Organic,PC2,Chlorophyll a,0.394387028973858
zotu,1,Organic,PC2,Depth,-0.3319393813975401
zotu,1,Organic,PC2,N,-0.1479786138391745
zotu,1,Organic,PC2,C,-0.10835322933062658
zotu,1,Organic,PC2,S1,0.04382352864189725
zotu,1,Organic,PC2,P,-0.010725705193030994
zotu,1,Organic,PC2,S2,0.689399443593757
zotu,1,Organic,PC2,Cl,0.472577920297337
zotu,2,Sediment,PC1,Grain Size,0.33603971912545705
zotu,2,Sediment,PC1,Sorting,0.47645830865054456
zotu,2,Sediment,PC1,Skewness,-0.47024002858365566
zotu,2,Sediment,PC1,Kurtosis,-0.47492334820957005
zotu,2,Sediment,PC1,Clay Content,0.20470687635908175
zotu,2,Sediment,PC1,Silt Content,-0.2984367799788126
zotu,2,Sediment,PC1,Sand Content,0.2870844810472801
zotu,2,Sediment,PC2,Grain Size,-0.4640335078569415
zotu,2,Sediment,PC2,Sorting,-0.04517294779165439
zotu,2,Sediment,PC2,Skewness,0.008949146057430033
zotu,2,Sediment,PC2,Kurtosis,-0.08107361903370626
zotu,2,Sediment,PC2,Clay Content,0.5886035610834416
zotu,2,Sediment,PC2,Silt Content,-0.4922199943795738
zotu,2,Sediment,PC2,Sand Content,-0.43271770759731737
zotu,2,Major,PC1,Na2O,0.2706190560552496
zotu,2,Major,PC1,MgO,0.23509633347159511
zotu,2,Major,PC1,Al2O3,0.4644627171605548
zotu,2,Major,PC1,SiO2,-0.3454942683211712
zotu,2,Major,PC1,K2O,0.4752419667455676
zotu,2,Major,PC1,CaO,-0.3562413420333676
zotu,2,Major,PC1,Fe2O3,0.42853274633696326
zotu,2,Major,PC2,Na2O,0.6278859674946882
zotu,2,Major,PC2,MgO,-0.4986901085283719
zotu,2,Major,PC2,Al2O3,-0.06764279550550126
zotu,2,Major,PC2,SiO2,-0.4948942362992089
zotu,2,Major,PC2,K2O,-0.3101998696295142
zotu,2,Major,PC2,CaO,-0.0022895823449387933
zotu,2,Major,PC2,Fe2O3,-0.10650039092773994
zotu,2,Trace,PC1,Sc,0.03141774116058605
zotu,2,Trace,PC1,Ti,-0.3631805055264104
zotu,2,Trace,PC1,V,-0.3054410799256844
zotu,2,Trace,PC1,Cr,-0.3401897982005394
zotu,2,Trace,PC1,Mn,0.4026031763194449
zotu,2,Trace,PC1,Co,0.2538599935374745
zotu,2,Trace,PC1,Ni,0.4201103145517191
